100079286,009597
100135934,002049
100188291,006075
100275838,001927
100255668,004360
100271117,006060
100301587,007363
100717437,000444
100795543,003954
100746190,005071
100728166,007525
100829875,000450
100869786,009455
100944888,002382
100918281,004624
100941455,005190
100959479,009840
101026427,004748
101163327,000155
101202380,000678
101253879,005662
101236283,006661
101392066,003168
101366746,003893
101582181,009323
101690757,003096
101668870,008693
101749551,008881
101869285,006584
101977431,007732
102115619,005366
102448213,001805
102402293,008722
102526748,000820
102541768,003111
102640044,009020
102762782,001626
102817285,003689
102812993,007839
102975213,007129
103079926,007373
103235280,006775
103369176,007087
103414237,005576
103411233,006609
103522813,006869
103600490,004602
103733956,006337
103812921,002937
103802192,009296
104048097,000413
104020202,009676
104122769,007051
104414165,009826
104678952,008347
104734313,007244
104877650,008602
104982793,004703
104995667,008765
105031716,006289
105005538,008132
105071198,009965
105157029,004533
105137288,005063
105285346,000464
105202090,002062
105292642,004849
105226123,006982
105208098,007836
105392634,001098
105382335,004402
105575454,001780
105638968,008712
105757844,007469
105818784,002811
106093013,001706
106102025,009359
106308019,005743
106498563,004395
106434190,005461
106728160,001394
106701982,007109
106965053,005274
107080924,002856
107078349,009890
107110965,001390
107128989,003480
107183492,005735
107280480,007945
107220399,009853
107336699,005628
107327687,008119
107518661,002724
107663714,006006
107714354,000876
107801473,003079
108010041,004525
108112609,000780
108231484,007601
108381688,006479
108672225,001316
108929717,005244
109052455,001946
109012115,007484
109175193,003128
109155452,003722
109203517,009466
109250724,009960
109249436,009973
109368741,002891
109329688,003232
109326684,006569
109349858,006687
109575593,004077
109510791,008774
109517657,009302
109686315,005423
109714639,002865
109714210,008224
109841239,000072
109831798,002482
109979856,004315
110016334,002784
110087144,009877
110184562,008040
110980641,008439
111078059,004106
111045444,004926
111039006,006527
111329114,000291
111535108,000771
111726939,008946
111869418,002750
112219607,001006
112226045,008205
112376677,006108
112422168,003270
112456071,006181
112513577,002027
112532889,002248
112919557,008797
113083064,002634
113086926,004387
113081777,009239
113147437,005984
113292920,004867
113369739,002406
113390767,003815
113456428,008240
113569295,000135
113585603,005229
113504064,006127
113570582,009402
113707053,003448
113712203,009988
113866269,005179
114092433,008570
114194142,007735
114693248,007666
114677798,009806
114713418,006321
114838302,002372
114844739,008483
114943873,000314
115015542,002929
115009105,003282
115050733,008963
115146005,006305
115288913,003550
115384185,005948
115591895,009632
115604341,003789
115654122,009537
115742099,005630
115707337,009149
115708625,009392
115834796,003542
115909898,007061
115950667,008036
116030061,006829
116192710,004120
116257512,002303
116558349,001004
116584527,004025
116502559,007530
116832149,000106
116814982,000834
116872060,001687
116968190,006007
117099940,006362
117283618,000262
117269885,007398
117391765,004226
117396485,006941
117508494,007058
117633807,002614
117635095,003401
117659556,006386
117602050,007532
117644536,009631
117787444,000284
117761266,007855
117857396,003983
118038928,000998
118028628,005326
118257796,005220
118350064,007435
118361222,007653
118576657,007963
118641459,006114
118880069,005262
119057309,000891
119207513,008089
119332826,001213
119302785,003255
119316947,003720
119416940,006017
119592034,000793
119625079,000086
119605767,002873
119865834,000471
119924628,007952
120080840,002556
120040500,008478
120105302,005573
120231044,001370
120357644,001041
120366656,007958
120404851,003775
120452487,007390
120564925,002404
120579087,009749
120665776,000287
120625865,005106
120734012,000366
120773494,004170
120991504,006854
121079909,000020
121003520,007522
121195352,005041
121153724,009280
121385037,006315
121309077,008490
121502196,004332
121673858,002172
121630942,004504
121619355,005517
121732652,004245
121756255,004412
121729648,007294
121894872,005199
122099578,008284
122277677,000203
122572934,009083
122590959,009317
122678506,000305
122779786,003101
122927415,000885
122903382,001341
123169457,006057
123233830,002175
123305070,002789
123377597,002942
123348414,007610
123492181,001689
123592174,003826
123732078,000184
123708045,004992
123797309,006736
123813617,002678
123844516,006078
123900306,007488
124050080,009133
124383103,000181
124489104,007708
124506700,006613
124536311,006794
124528586,008184
124638450,000248
124692094,003973
124682223,004958
124614846,006865
124610555,009479
124902808,008800
125081336,004096
125013101,009841
125195920,007003
125234115,009188
125420367,003350
125708758,000950
125793302,008395
125746524,008974
125954663,001603
125935781,006423
126138341,002799
126187264,007457
126142632,009913
126286828,003081
126458919,007178
126446044,007660
126558482,002546
126554191,005224
126665341,002235
126646888,005696
126792371,003555
126962745,007456
127042138,002793
127148997,002898
127239120,003620
127229249,005277
127314651,000212
127555406,001429
127563130,004071
127677285,003761
127679431,005030
127772557,002511
127712476,005699
127839505,004971
127995288,004742
127900016,006312
128045070,000122
128050649,003159
128042924,003589
128128755,000205
128190982,000334
128128325,002876
128202998,006122
128254067,009201
128463923,005706
128597390,003857
128550183,007651
128734719,008273
128947150,003376
129209792,002580
129393470,003904
129316222,009228
129470288,009795
129524791,001266
129767692,002472
129726493,005448
129848372,003556
129940640,001675
130239760,006004
130514419,002548
130502831,002665
130696380,001692
130694663,005144
130701100,005239
130873191,008632
131080043,008218
131130254,000095
131277453,003174
131595456,005531
131689012,009013
131967961,006143
132140052,002112
132153356,008623
132224595,004117
132448184,000014
132585084,005469
133126246,005818
133241689,007063
133356273,005074
133458840,002897
133456265,009867
133508622,004037
133527076,008416
133560121,009789
133634793,002091
133630931,009810
134159219,002481
134130036,003949
134217154,008744
134477651,001751
134422290,007430
134500396,001340
134586226,009476
134886634,000320
134932553,005115
134920966,006032
135254848,001562
135276734,003549
135239827,009671
135309350,009769
135408055,003919
135479295,009653
135532939,002466
135595595,004148
135528218,006247
135647094,006572
135753953,002101
135819613,009406
135909736,000144
135978829,007745
135927760,008250
136132895,005528
136154353,007242
136245334,009374
136445319,002416
136804950,002230
136837136,006673
136854732,007850
136919963,006722
137012231,005545
137028968,009408
137274873,001037
137339675,005140
137477004,003412
137592875,005218
137699306,001114
137952506,001064
137972676,003751
138088548,003445
138127171,002063
138179099,005176
138370931,000583
138446462,006903
138470494,006959
138547313,002834
138789784,003607
138705241,004738
138826692,002605
138918960,001652
139199197,003985
139290606,004950
139251124,009850
139385879,008884
139509046,000419
139533078,007643
139581143,007755
139605176,000643
139826190,005174
139917171,009866
140157067,006729
140208137,009136
140457904,004598
140528714,001771
140554034,003798
140641152,001201
140930831,001732
141056573,007801
141248834,004153
141266858,004515
141362988,004739
141340243,007934
141538512,002892
141535079,007236
141734635,000677
141735494,004327
141788280,006290
141989982,004328
141923892,007758
142061650,009183
142101132,005435
142248332,006850
142230737,009513
142522132,005824
142711389,000393
142710959,005496
142795503,009805
142937552,001416
142923820,002408
142904078,004026
143024671,008611
143120801,008835
143447387,000172
143456828,001474
143574416,005332
143559825,007346
143735349,001051
143792426,004176
143826758,001696
143844783,008778
143913447,001770
143921601,008333
144044339,009963
144175660,007901
144211280,006688
144383370,002753
144434010,004471
144496667,008649
144589364,009377
144652450,007332
144679057,009442
144754159,001569
144704806,004510
144709956,005674
144874751,001962
144801366,009423
144981181,008098
145042979,006706
145076882,009489
145196616,006168
145274722,003278
